class,conversation,synthetic
1,안녕. 너 길동 맞지? 네 맞는데요 무슨 일이시죠? 너의 자식을 내가 데리고 있다. 하라는 대로만 하면 살려주지. 네.? 아이고 이게 무슨 일이야. 장난 아니고 실제 상황이다. 1억을 만들어와. 그런 돈은 없는데요. 제발 살려주세요 어떻게든 만들어오라고! 사채를 쓰든 대출을 하든. 내일 12시까지 안 보내면 자식을 죽인다. 네 제가 어떻게든 마련을 해보겠습니다. 경찰에 신고하려는 허튼 생각 하지마. 바로 너 자식은 죽을테니까 알겠습니다 조금만 기다려주세요.,no
1,누나 나 돈 좀 주라 무슨 돈을 또 줘 어제도 가져가 놓고 그건 어제고 오늘 또 필요해서 그래 얘가 나한테 돈 맡겨 놨어? 왜 자꾸 돈 달래 돈 안 주면 엄마한테 누나 애인 있는 거 다 이른다 뭐라고 얘가 이제 협박까지 하네 엄마한테 걸리고 싶으면 마음대로 해 알았어 주면 되잖아 5만원 만 줘 고마워 누나 이번이 마지막이야 이제는 못 줘,no
0,너 바람폈지? 아니 안폈는데 나에게 증거사진이 있어 무슨증거? 자 이거봐 이거 너 맞잖아 뭐야 몰래 촬영하는건 불법이야 내놔 범죄자가 무슨 말이 많아. 범죄자라니 너 이거 주변사람들에게 다 퍼뜨릴꺼야 넌 이제 끝났어 너 협박죄로 고소할거고 사진 어서 내놔,no
4,모욕 왜 그렇게 말했니? 내 말이 모욕이었니? 정말 미안해. 그냥 잊어라니까 말했는데 내가 실수로 모욕했겠네. 잊어버려라 다시는 이런 일이 없어.,keyword
1,아버지 땅 상속은 내가 받는걸로 하마 형이면 다야? 니가 한게 뭔대 사사건건 시비야 형이야 말로 한게 뭐있는데? 잔말말고 그런줄로 알으라고 평생 이렇게 살았지. 이해가 안된다 아버지 땅은 당연히 내꺼였어 넌 자격이 없어 뭐 잘났다고 자격을 운운해? 지금부터 한마디라도 더하면 한푼도 못받을줄 알아 알겠어. 일단 상황을 보자고,no
0,오랜만이야. 그러게 너는 행복하게 살고있네? 나는 너때문에 지금까지 불행하게 살아왔는데 뭔데 얘기나 들어보자 니실력으로 만년 2등이니까 나를 내려버리기위해서 학교폭력 가해자로 만들었잖아. 그것때문에 그때부터 우울증 약 없이는 살지 못하는 몸이 됬어. 뭐 학교폭력해놓고 용서해달라는거니? 한거 맞잖아 내가 언제 학교폭력을 했다고 그래! 넌 니가 한일을 나에게 덮어씌웠어. 그리고는 빽으로 모든걸 처리했지. 이왕 가해자의 삶을 살던거 너도 피해자로 만들어줄께. 가방에 칼들어있어. 니 목숨 구하고 싶으면 이혼해. 안그러면 너도 죽고 니와이프도 니 딸까지 죽일꺼야 절대 안돼! 그것만은 안돼. 생각할시간을 줘 어림도 없지 시간은 삼일준다. 알아서 하도록해 더는 안기다릴거니까 너 우리아빠가 누군지는 알고 그러는거지 돈이 필요해? 필요한만큼 줄테니까 제발 그만해 아니 아직도 정신 못차렸구나. 다시한번 말하지만 삼일 뒤면 다죽어 신중하게 결정해 이번에도 빽으로 해결할수 있을지 궁금하네. 그럼이만.,no
2,길동주임 술 한 잔 해 아 저는 술은 안 마셔서요 사이다로 대신 마시겠습니다 술은 안 마신다고? 어허 길동주임 부장님이 주시는데 한 잔 해야지 저 종교때문에 술을 안 마셔서요 교회가서는 주님믿는거고 술자리에서는 이 술 주님을 믿는거야 하하하 역시 부장님 센스가 대단하십니다 얼른 한 잔 해 길동주임 . 이런 술자리에서 인생선배들 말도 듣고 술도 마시고 해야 인생도 배우고 나중에 승진에도 힘을 팍팍 써주지 .,no
2,저 담달 중순에 연차를 쓰고싶어요 뭐라고? 회사 바쁜거 몰라? 부장님 저 올해 한번도 못 쉬었어요. 신입사원이 다 그렇지. 안돼 담달에 가족여행이라 부탁드려요 큰일도 아니네. 내년에 써 아버지 칠순기념 여행입니다 여행 후 회사 푹 쉬고싶어? 부장님 한번만 부탁드려요 바쁘니까 자리로 돌아가.,no
2,야 너는 시키는대로 하는걸 못하냐 수정하겠습니다 또 말해줘야돼? 한번 말하면 말귀를 알아쳐먹어야 될거아냐 죄송합니다 한번만 더 말씀해주시면 감사하겠습니다 등신새끼 니가 대체 제대로 하는게뭐냐 이번엔 똑바로 해오겠습니다 멍청해가지고 생긴대로 논다 그러니까 애인이 없지 죄송합니다. 이만큼 일을했으면 욕안먹게 행동하란말야 다시해와 다시 제대로 해오겠습니다,no
1,아저씨 돈 얼마 있어요? 왜 그러니? 학생. 아니 제가 돈이 없어서 그런데 2만원만 빌려주세요. 학생. 미안한데 학생에게 줄 돈 없어. 아니 씨발 아저씨 돈 좀 빌려달라니까. 학생 이러는 거 자네 부모님도 아시나? 아저씨 쳐맞고 싶어요? 학생 이러는 거 옳지 않아. 아저씨 돈 내놔요. 나 무서울 거 없으니까. 빨리. 아. 이거 줄테니까 다른 사람들 괴롭히지 말아라.,no
4,"오늘 게임이 정말 재미있었어요? 네, 이 팀에서 처음으로 승리한 거야! 그 기분이 좋네? 그래, 우리 팀원들이 모두 잘 했으면서도 잘 했던 것 같아. 사실, 팀워크가 중요한 건 아니라고 생각해요? 개인적으로는 더 많은 점수를 받고 싶을 때도 큰 차이가 나지 않잖아요? 맞아, 하지만 이 경기에서는 그 차이가 보였겠죠? 어쨌든, 이제 다음 경기를 준비해야 해요. 내일. 시간이 오니까! 알겠습니다, 저녁 후에는 다시 만나요? 예, 좋은 하루 보내세요!",keyword with persona
2,오늘까지 자료 좀 찾아줘 자료요? 어떤 자료 말씀이시죠? 아까 말씀하신 자료는 다 드렸는데요 아 내가 내일까지 기획안 써야하는데 자료가 부실해서 좀 찾아줬음 좋겠어 선배님 기획안이고. 제 업무 외의 일인 것 같은데요 뭐라고? 그래서 못하겠단 소리야? 이제 퇴근 시간도 다가오는데. 이 자료 찾으면 저 이틀 연속 야근이예요 어쩌라고. 선배가 하라면 하는거지 저도 참다 참다 말씀 드리는 거예요. 저번부터 계속 업무 외에 개인적으로 저한테 시키시잖아요 하라면 해. 나도 신입때는 선배들 개인적인 일도 도맡아 했어 못하겠습니다 회사생활 아주 불편하게 하고 싶은가봐?,no
4,회사에서 어떤 이야기를 하고 싶으신가요? 최근에 새로운 프로젝트가 시작된다고 들었습니다. 그럼 제가 회의에 참석했는지 알려드릴게요. 프로젝트는 다음 달까지 완료해야 해요. 우선 아이디어 수집 일정을 잡아야겠죠. 이렇게 하면 팀원들도 준비할 시간을 줄일 수 있을 것 같아요.,keyword
3,야 저 사람봐봐 진짜 그 티비에 나오는 못생긴 개그맨 닮지 않았냐? 푸하하하핳 야 진짜 못생겼다 헐 너무 크게 얘기했나봐 저기요 지금 저한테 말씀하신거에요??? 아닌데요 아 그래요? 네 그냥 가던길 가시면 될거같은데요? 야 저 사람 못생긴 대신 귀는 밝은가봐 자기가 못생긴지 아나보네 저기요 저한테 하신말 맞네요 저 지금 심각한 모욕감을 느끼고 있는데 빨리 사과하세요 네? 다른사람보고 한말인데요? 그쪽이 너무 예민한거 같은데요? 제가 다들었어요 그 두분들도 잘생기신편은 아닌거같은데 그런말할 권리가 어디있나요 대체?,no
4,"어때, 이 주말에 뭐 하려고 해? 내일이랑 다음날까지는 돈이 많이 필요하네. 엄마가 결혼식에 갈게. 그럼 나도 가고 싶었는데, 어떻게 할 것 같아? 아니, 안 가면 너무 아프겠어. 우리 함께 가자. , ! 자, 준비해야 해! 예, 네가 잘 준비해라. 내가 도와줄게.",keyword with persona
1,어머니 안녕하십니까 예 교장선생님 안녕하세요 아드님 때문에 걱정이 많으시겠어요? 정말 죄송합니다. 면목이 없습니다 교장선생님 안그래도 이번에 학폭위를 열까 얘기가 많이 나오고 있어요 어머니 아. 안돼요! 그것만은 제발 안됩니다!!!! 그쵸? 아드님 앞길 막히면 안되잖아요 어머님? 제. 제가 뭘 하면 되나요 뭐든지 다 하겠습니다! 제발 학폭위만은 막아주세요. 하. 저도 그렇게 해드리고 싶은데 학폭위를 열려면 돈이 좀 들어가거든요. 근데 제가 그걸 막을만한 돈이 좀 없어서 알겠습니다 교장선생님 내일까지 바로 드리면 될까요?,no
3,야 왕따 오늘은 또 뭔 코디냐? 그런거 아냐 저 새끼는 돈도 없나 드럽게 저런걸 입어 야 냄새나니까 좀 꺼져 미안해 미안한지 아는 새끼가 학교에 저러고 피해를 주네 그니까 너같은 새끼는 좀 사라져야돼 말이 심하다 심하긴 너같은 애가 사회에 악이 되는거야 그래 좀 뒤져라,no
0,헤어지자고?나랑 장난해? 미안해 나 너랑 정말 헤어지고 싶어 이런 내가 지금까지 잘 해줬더니 호구처럼 보여 호구처럼 보여? 아니야 그런 거 아니야 내가 지금 이 칼로 너 얼굴 그어버릴 수도 있어 아니야 그러지 마 잘못했어 내가 다시는 아무 남자도 못 만나게 얼굴 찢어버릴거라고 그러지마 자꾸 그러면 나 경찰에 신고할거야 그래 신고 해봐 어차피 니 얼굴 망가진 다음일 텐데 그러지마 제발,no
3,야 땅콩 어딨냐 내가 재밌는거 알아왔다 이리와 아 상호야 왜그래? 내가 유튜브에서 봤는데 이러면 기절을 한데 일로와바 미안해 내가 맛있는거 사다줄께 괴롭히지마 됐고 3초 줄께 으악!! 뭐야 벌써 기절해? 야 이새끼 안움직이는데? 뭐야 죽은거야?? 뭐야 좆됬다,no
0,음 결정했어. 불로 태울 거야. 듣고 있지? 잠깐만 테이프 때 줄게. 갑자기 왜 이러는 겁니까 도대체. 미쳤습니까 선생님? 전에 들은 적이 있어. 분사 즉 불에 타 죽는 게 가장 고통스러운 죽음이라고. 한줌의 재가 되고 싶지 않으면 지금부터 하는 말을 잘 들어 어린 친구. 뭘 말입니까? 이 집에서 꺼져. 이 공간은 나만의 것이야 나 없이는 절대 완성될 수 없는 공간. 그랬어야 했어. 나를 위해 만들어진 곳에서 다른 누군가가 산다? 그건 안 될 말이지 음. 전 무슨 말을 하는지 전혀 모르겠습니다 이 집은 정당하게 구입한 것으로 제 소유인. 네가 받아드리지 못하겠다면 십자가에 걸고 기름을 부어 줄게. 그리고 네 머리위에 성냥을 올려줄게. 그럼 천천히 불이 번지고 뜨겁게 타오르기 시작 하나의 거대한 촛불이 되는 거지. 정말 아름다울 거야. 너에게 있어서는 굉장히 고통스럽겠지 진짜로 음. 완전히 미쳤군요. 지금까지 계속 미치지 않은 척을 한 겁니까? 말조심하게 건방진 친구. 난 단 한 순간도 제정신이 아니었던 적이 없어. 더 할 말은 없으니 자네의 결정을 들을 순간이다. 알겠습니다 나갈게요 지금 나간다고요! 일단 이것 좀 풀어주세요 당장!,no
1,야 어? 내가 백원 줄테니까 가서 빵좀 사오고 오백원 남겨와 어?? 백원으로 빵 못사오는데 그건 니 알아서 할일이고 그거까지 내가 신경써줘야해? 나 돈없는데. 그것도 니가 알아서 하고 아 반1등이란 새끼가 왜이렇게 멍청해 . 아니. 그래도 너 지금 당장 이 백원으로 빵 안사오고 오백원 안남겨오면 오늘 먼지나게 맞는거다 . 알겠어. 빌려서라도 사와 방법 알려줬으니 됐지?,no
4,비가 오는 날에는 무거운 옷차림이 어렵고 밖에 나가기 어려워. 그러면 집에서 요리를 하거나 외식도 좋겠어. 오늘은 집에서 맛있는 파스타 만드릴게요. 혹시 요리 도움이 필요하면 알려주세요!,topic
3,죄송하지만 좀 조용히 해주시겠어요? 왜요? 제가 잠을 좀 자려는 데 시끄러워서요. 하하하 여보세요! 발로 그만 차세요. 안했어요? 무슨소리에요? 발로 차놓고서 안했다고 하나요? 여기 있어요! 그래? 있으면 어쩔건대? 공공장소에서 통화 간단히 하셔야죠. 30분 이상 떠들면 어떻게 합니까? 내가 내 입갖고 말하는 데 네가 보태준거 있어? 죽을래?,no
2,어이 너 와봐 저말이십니까? 그럼 너말고 여기서 누구야? 얼른텨와 왜그러십니까.? 부장님 너 내가 이거 실수하지말라했어 안했어 이런식으로 일하는거 너 어디 부족하냐? 아닙니다 죄송합니다 너 내가 이거 똑바로 하라했지? 네 너 내가 오냐오냐 봐주니까 아주 눈에 뵈는게 없구나? 죄송합니다,no
1,너 돈좀있냐? 없는데요. 됐고 돈 얼마있어 이게다예요. 니 계좌에서 그럼 돈 빼간다 죄송해요 이게다예요 이새끼봐라 비밀번호뭐냐? 맞고줄래 그냥줄래 그냥 줄게요. 이거에요 그래 잘 가져간다 하.,no
4,물론이야! 혼자서 어떤 취미를 즐기고 있니? 예요 저는 그림 그리기를 좋아해요. 그림 그리기는 정말 마음이 편안해지는 취미야. 가끔 친구들과 함께도 해도 좋더라. 그림 하나 완성하면 자랑스러워하더라. 취미생활이 삶을 더욱 풍부하게 만든다.,topic
3,뜨거운 아이스 아메리카노 달라구했잖아요! 고객님 아이스 아메리카노는 차가운 커피를 말합니다. 지금 나 무시하는 거예요? 그게 아니고 말씀하신 뜨거운 아이스 아메리카노는 없다는 걸 설명드린 겁니다. 내가 말이 헛나온 것 같은데 나는 뜨거운 커피를 달라고 한 거예요. 고객님은 분명히 아이스 아메리카노를 달라고 하셔서 그렇게 드렸습니다. 아니 내가 말이 헛나왔다니까! 그래서 제가 다시 아이스 아메리카노 맞나요? 되물었고 고객님은 맞다고 하셨잖아요. 씨팔 그래서 지금 내 탓이다 이거야?! 죄송합니다. 씨발 점장 불러! 점장 나오라고!,no
1,어이 학생 잠깐 얘기 좀 합시다! 네? 누구세요? 아 앞집 아주머니 안녕하세요. 아 그래그래. 학생 다름이 아니라 학생 요즘 와이파이 잠구나? 네? 아 네. 제가 그 전에는 비밀번호를 설정을 안해두었더라구요. 그러니까 왜 갑자기 비밀번호를 설정해? 제가 사용하려고 하는 거고 당연히 제 맘대로 할 수 있는 거아닌가요? 지금 그 동안 자네걸로 잘 쓰고 있다가 갑자기 잠궈버리니 우리 애가 답답해 한단말일세. 비밀번호 좀 풀어주겠나 아주머니 제가 왜 그래야하죠? 아주머니 댁에 설치하시면 되잖아요. 거 참 왜 이렇게 구질구질하게 그러나? 같이 쓰면 좋은 거지. 아니 내가 그 동안 어? 학생 챙겨준게 있는데. 뭔가 오해가 있으신 거 같은데. 저도 저희 어머님 오실 때마다 아주머님 이 것저것 많이 주셨고 제가 와이파이를 같이 쓸 이유는 없는 것 같습니다. 학생 이런 식으로 나올건가? 혼자산다고 안쓰럽게 생각해줬더니 안되겠네. 당장 와이파이 비밀번호 안풀면 무슨일 생길지 몰라!,no
